,vl_licitacao,indicador1,indicador2,indicador3,indicador4,Id,Prob,Grupo
5211,"38.710,01","0,8290",0,"0,0000",0,6268,"0,1615",1
5212,"802.419,00","1,0000",0,"0,0000",0,6269,"0,0166",1
5213,"17.500,00","0,4286",0,"0,0000",0,6270,"0,0481",1
5214,"100.544,65","0,8172",0,"0,0000",0,6271,"0,0961",1
5215,"20.709,00","1,0000",0,"0,0000",0,6273,"0,9574",1
5216,"34.334,92","0,9873",0,"0,0000",0,6274,"0,3675",1
5217,"36.260,60","0,9810",1,"0,0000",0,6275,"1,0000",3
5218,"13.844,42","0,9612",0,"0,3500",0,6277,"0,0000",-1
5219,"637.701,00","0,8308",1,"0,0000",0,6278,"0,1753",3
5220,"123.435,29","0,9837",1,"0,0000",0,6279,"1,0000",3
5221,"235.000,00","0,9868",1,"0,0000",0,6280,"1,0000",3
5222,"896.900,00","0,6166",0,"0,0000",0,6281,"0,0119",1
5223,"129.511,04","0,8464",0,"0,2500",0,6283,"1,0000",5
5224,"126.761,67","0,9205",1,"0,0000",0,6285,"0,6608",3
5225,"105.000,00","0,6129",0,"0,2200",0,6286,"1,0000",5
5226,"130.329,44","1,0648",0,"0,0000",0,6287,"0,0608",1
5227,"8.528,40","1,0000",0,"0,0000",0,6288,"1,0000",1
5228,"53.771,23","0,6692",0,"0,0000",0,6289,"0,0929",1
5229,"436.334,78","0,8431",0,"0,5100",0,6291,"0,0000",-1
5230,"1.150,00","1,0000",0,"0,0000",0,6292,"0,6370",1
5231,"3.000,00","0,9667",0,"0,0000",0,6294,"0,2420",1
5232,"11.040,00","0,8986",1,"0,0000",0,6296,"0,9857",3
5233,"18.939,98","0,9608",0,"0,0000",0,6297,"0,2925",1
5234,"47.612,30","0,7236",0,"0,0000",0,6298,"0,1108",1
5235,"28.300,54","0,9700",0,"0,5100",0,6300,"0,0000",-1
5236,"6.049,80","0,9918",0,"0,0000",0,6301,"0,5375",1
5237,"259.138,72","0,8500",0,"0,3500",0,6302,"0,0000",-1
5238,"78.000,00","0,8462",0,"0,0000",0,6304,"0,1143",1
5239,"34.943,50","1,0000",1,"0,0000",0,6305,"1,0000",3
5240,"239.359,24","0,7994",0,"0,0000",0,6306,"0,0602",1
5241,"49.722,73","0,8281",0,"0,0000",0,6307,"0,1445",1
5242,"26.750,00","0,8785",0,"0,0000",0,6308,"0,1986",1
5243,"20.625,00","1,0000",0,"0,0000",0,6309,"0,9641",1
5244,"22.800,00","1,0000",0,"0,0000",0,6310,"0,9116",1
5245,"24.000,00","0,9500",0,"0,0000",0,6311,"0,2626",1
5246,"104.381,91","0,7440",0,"0,0000",0,6313,"0,0764",1
5247,"23.693,47","0,7176",0,"0,0000",0,6315,"0,1202",1
5248,"30.320,00","0,3958",0,"0,0000",0,6316,"0,0435",1
5249,"6.960,00","1,0000",0,"0,0000",0,6318,"1,0000",1
5250,"18.929,20","0,9730",0,"0,0000",0,6319,"0,3279",1
5251,"5.799,90","0,8923",0,"0,0000",0,6320,"0,1826",1
5252,"27.600,00","1,0000",0,"0,0000",0,6322,"0,7645",1
5253,"20.900,00","0,9545",0,"0,0000",0,6323,"0,2733",1
5254,"9.000,00","1,0000",0,"0,0000",0,6324,"1,0000",1
5255,"2.683.898,85","0,9703",0,"0,6800",0,6325,"1,0000",6
5256,"25.467,20","0,8639",0,"0,3900",0,6327,"0,0000",-1
5257,"22.169,00","0,9247",0,"0,0000",0,6328,"0,2364",1
5258,"280.879,21","0,9906",0,"0,0000",0,6329,"0,0765",1
5259,"261.448,80","0,7680",0,"0,0000",0,6330,"0,0525",1
5260,"17.000,00","1,0553",0,"0,0000",0,6331,"0,0849",1
5261,"320.402,12","1,0000",0,"0,0000",0,6332,"0,0610",1
5262,"18.580,14","0,9113",0,"0,0000",0,6333,"0,2384",1
5263,"44.251,01","1,0000",1,"0,0000",0,6334,"1,0000",3
5264,"112.077,87","1,0000",1,"0,0000",0,6336,"1,0000",3
5265,"228.204,36","1,0000",1,"0,0000",0,6338,"1,0000",3
5266,"69.108,00","0,9887",0,"0,0000",0,6341,"0,2948",1
5267,"22.483,77","1,0000",1,"0,0000",0,6342,"1,0000",3
5268,"21.663,94","0,9955",0,"0,0000",0,6343,"0,7912",1
5269,"1.277.164,80","0,5058",0,"0,0000",0,6344,"0,0075",1
5270,"670.305,10","0,8600",0,"0,9700",0,6347,"1,0000",2
5271,"90.090,00","0,9990",1,"0,0000",0,6348,"1,0000",3
5272,"7.195,32","0,8339",0,"0,0000",1,6349,"1,0000",0
5273,"529.410,20","0,9717",1,"0,0000",0,6350,"0,2599",3
5274,"9.754,59","0,9842",0,"0,0000",0,6351,"0,3507",1
5275,"16.600,00","0,3313",0,"0,0000",0,6352,"0,0310",1
5276,"6,00","1000,0000",0,"0,6100",0,6353,"0,0000",-1
5277,"21.641,41","0,9990",0,"0,6800",0,6355,"1,0000",6
5278,"223.467,66","0,9843",1,"0,0000",0,6357,"1,0000",3
5279,"133.121,69","0,9924",0,"0,0000",0,6358,"0,1289",1
5280,"285.850,00","0,9979",0,"0,0000",0,6359,"0,0731",1
5281,"116.042,41","0,7330",0,"0,6800",0,6360,"1,0000",6
5282,"355.881,13","0,8683",0,"0,5100",0,6362,"0,0000",-1
5283,"5.830,00","0,9777",1,"0,0000",0,6363,"1,0000",3
5284,"11.200,00","1,0000",0,"0,0000",0,6365,"1,0000",1
5285,"40.000,00","0,4900",0,"0,0000",0,6366,"0,0599",1
5286,"8.949,20","0,7280",0,"0,6100",0,6367,"1,0000",7
5287,"10.045,00","0,7865",0,"0,6100",0,6368,"1,0000",7
5288,"56.000,00","0,9821",0,"0,0000",0,6369,"0,2609",1
5289,"14.277,00","1,0934",0,"0,0000",0,6370,"0,0503",1
5290,"157.214,78","0,9795",1,"0,0000",0,6371,"0,9303",3
5291,"46.780,70","1,0000",1,"0,0000",0,6373,"1,0000",3
5292,"17.985,15","0,7633",0,"0,0000",0,6374,"0,1433",1
5293,"18.050,00","0,9917",0,"0,6800",0,6376,"1,0000",6
5294,"9.892,27","0,7513",0,"0,0000",0,6377,"0,1207",1
5295,"330.000,00","0,9076",0,"0,0000",0,6379,"0,0595",1
5296,"24.945,00","0,8055",0,"0,0000",0,6380,"0,1602",1
5297,"95.508,00","0,7161",0,"0,0000",0,6381,"0,0776",1
5298,"60.000,00","0,8100",0,"0,0000",0,6382,"0,1209",1
5299,"3.999,40","1,0887",1,"0,6700",0,6384,"1,0000",4
5300,"151.061,91","0,9986",1,"0,0000",0,6386,"1,0000",3
5301,"215.184,00","0,9859",1,"0,1400",0,6387,"0,0005",3
5302,"384.000,00","0,7904",0,"0,0000",1,6388,"1,0000",0
5303,"13.069,00","0,9909",0,"0,6100",0,6390,"1,0000",7
5304,"16.600,02","0,9578",1,"0,0000",0,6391,"1,0000",3
5305,"365.259,30","0,6023",1,"0,0000",0,6392,"0,1634",3
5306,"79.750,00","1,0000",0,"0,0000",0,6393,"0,2301",1
5307,"21.866,64","0,7940",0,"0,1400",0,6394,"0,0000",-1
5308,"12.500,00","0,4000",0,"0,0000",1,6395,"1,0000",0
5309,"14.373,88","0,9823",1,"0,0000",0,6396,"1,0000",3
5310,"12.000,00","0,3750",1,"0,0000",0,6397,"0,1475",3
5311,"17.100,00","1,1971",1,"0,1800",0,6398,"0,0000",-1
5312,"32.819,00","0,8652",0,"0,0000",0,6399,"0,1821",1
5313,"273.799,05","0,9140",0,"0,0000",1,6400,"1,0000",0
5314,"70.476,88","0,9152",1,"0,0000",0,6401,"0,8929",3
5315,"20.102,40","1,6189",0,"0,0000",0,6402,"0,0079",1
5316,"102.014,54","0,7315",0,"0,0000",0,6405,"0,0762",1
5317,"526,80","1,0000",0,"0,0000",0,6406,"0,5920",1
5318,"33.574,24","0,7604",0,"0,0000",0,6407,"0,1354",1
5319,"64.281,71","0,8799",0,"0,0000",0,6408,"0,1392",1
5320,"210.000,00","1,0000",0,"0,0000",0,6409,"0,0894",1
5321,"152.071,74","0,9614",1,"0,0000",0,6410,"0,8668",3
5322,"145.407,20","0,8253",0,"0,0000",0,6411,"0,0769",1
5323,"60.000,00","1,0000",0,"0,0000",0,6412,"0,2798",1
5324,"71.500,00","1,0000",1,"0,0000",0,6413,"1,0000",3
5325,"495.360,00","0,9932",0,"0,0000",0,6414,"0,0312",1
5326,"11.931.313,44","0,9507",0,"0,0000",0,6415,"0,0005",1
5327,"1.992.000,00","0,5843",0,"0,0000",0,6416,"0,0047",1
5328,"5.346,99","0,8781",0,"0,0000",0,6419,"0,1723",1
5329,"245.977,13","0,7559",0,"0,6100",0,6421,"1,0000",7
5330,"62.400,00","1,0000",1,"0,6100",0,6422,"1,0000",4
5331,"280.848,49","0,9938",1,"0,0000",0,6423,"1,0000",3
5332,"12.000,00","1,0000",0,"0,0000",0,6424,"1,0000",1
5333,"7.436,67","1,0000",1,"0,0000",0,6426,"1,0000",3
5334,"9.000,00","1,0000",0,"0,0000",0,6427,"1,0000",1
5335,"28.732,00","1,0000",1,"0,0000",0,6428,"1,0000",3
5336,"162.656,27","0,9160",0,"0,0000",1,6429,"1,0000",0
5337,"74.073,60","1,0665",0,"0,0000",0,6430,"0,0682",1
5338,"17.900,00","1,0000",0,"0,0000",0,6431,"0,9400",1
5339,"7.087,98","0,9276",0,"0,0000",0,6433,"0,2040",1
5340,"77.989,50","0,9806",0,"0,0000",0,6434,"0,2160",1
5341,"17.000,70","0,9504",1,"0,0000",0,6435,"1,0000",3
5342,"35.483,27","1,0000",1,"0,1400",0,6436,"0,0005",3
5343,"18.900,00","1,0379",0,"0,0000",0,6437,"0,1233",1
5344,"94.993,54","1,0000",1,"0,1400",0,6438,"0,0005",3
5345,"960.868,66","1,0000",0,"0,1400",0,6441,"0,0000",-1
5346,"13.960,48","0,7020",0,"0,0000",0,6442,"0,1036",1
5347,"44.200,00","1,0000",1,"0,0000",0,6444,"1,0000",3
5348,"44.012,45","0,9742",0,"0,0000",0,6445,"0,2347",1
5349,"533.169,00","1,0000",0,"0,0000",0,6446,"0,0285",1
5350,"400.000,00","1,0000",1,"0,0000",0,6448,"0,4636",3
5351,"308.361,40","1,0000",0,"0,0000",0,6449,"0,0646",1
5352,"353.412,22","0,9032",0,"0,3900",0,6452,"0,0000",-1
5353,"2.000,00","1,1414",0,"0,0000",0,6454,"0,0332",1
5354,"193.323,88","0,8323",0,"0,0000",0,6455,"0,0684",1
5355,"22.200,00","1,0000",0,"0,0000",0,6456,"0,9048",1
5356,"72.512,94","0,9180",0,"0,6800",1,6457,"0,2059",0
5357,"2.304,00","1,0000",1,"0,0000",0,6458,"1,0000",3
5358,"136.200,00","0,9912",0,"0,3300",0,6459,"0,0000",-1
5359,"228.000,00","1,0000",1,"0,0000",0,6460,"1,0000",3
5360,"25.000,00","1,0000",0,"0,0000",0,6462,"0,8545",1
5361,"52.700,00","0,9791",0,"0,0000",0,6465,"0,2408",1
5362,"25.947,36","0,8898",1,"0,0000",0,6466,"0,9394",3
5363,"408.541,82","0,9795",0,"0,0000",0,6468,"0,0443",1
5364,"452.990,19","0,6583",0,"0,0000",0,6469,"0,0226",1
5365,"22.198,59","0,9989",1,"0,0000",0,6470,"1,0000",3
5366,"62.392,89","0,9827",0,"0,0000",0,6471,"0,2575",1
5367,"2.000,00","1,0000",0,"0,0000",0,6473,"0,6972",1
5368,"117.335,61","0,7726",0,"0,0000",0,6475,"0,0763",1
5369,"215.000,00","0,5814",0,"0,0000",0,6476,"0,0310",1
5370,"316.182,41","0,8150",0,"0,0000",1,6477,"1,0000",0
5371,"1.882,99","0,8483",0,"0,0000",0,6478,"0,1420",1
5372,"110.319,84","0,9846",1,"0,0000",0,6479,"1,0000",3
5373,"4.218,30","1,0615",0,"0,0000",0,6480,"0,0763",1
5374,"14.610,85","0,8358",0,"0,0000",0,6481,"0,1675",1
5375,"1.216.000,00","0,4589",0,"0,0000",0,6482,"0,0076",1
5376,"8.281,60","0,9537",0,"0,0000",0,6483,"0,2604",1
5377,"28.580,00","0,9918",0,"0,0000",0,6484,"0,5353",1
5378,"41.593,56","0,7357",0,"0,0000",0,6485,"0,1212",1
5379,"57.402,08","0,7764",1,"0,0000",0,6486,"0,6095",3
5380,"16.030,00","1,0000",0,"0,0000",0,6487,"1,0000",1
5381,"28.126,00","0,9929",1,"0,0000",0,6488,"1,0000",3
5382,"9.852,36","0,9629",1,"0,0000",1,6489,"0,0000",-1
5383,"14.000,00","0,9957",0,"0,4300",0,6490,"0,0000",-1
5384,"304.641,65","0,9684",0,"0,0000",0,6492,"0,0732",1
5385,"34.200,00","0,9991",0,"0,9600",0,6494,"1,0000",2
5386,"10.500,00","1,0000",0,"0,9600",0,6497,"1,0000",2
5387,"246.350,00","1,8283",1,"0,0000",0,6499,"0,0634",3
5388,"101.513,04","0,7399",0,"0,0000",0,6500,"0,0780",1
5389,"23.709,00","0,5589",0,"0,7900",0,6501,"0,0000",-1
5390,"10.645,00","1,0000",0,"0,0000",0,6502,"1,0000",1
5391,"13.920,00","1,0000",1,"0,0000",0,6504,"1,0000",3
5392,"15.741,00","0,9777",0,"0,0000",0,6505,"0,3646",1
5393,"20.760,00","0,9942",0,"0,0000",0,6506,"0,7093",1
5394,"35.908,00","0,8300",1,"0,0000",0,6508,"0,7664",3
5395,"26.366,22","0,9843",0,"0,0000",0,6509,"0,3755",1
5396,"1.094.811,87","0,8828",1,"0,0000",0,6510,"0,0958",3
5397,"24.497,04","0,7348",0,"0,0000",0,6513,"0,1236",1
5398,"180.879,11","0,8468",0,"0,0000",0,6514,"0,0692",1
5399,"13.660,00","0,9850",0,"0,4600",0,6515,"0,0000",-1
5400,"53.300,00","0,8443",0,"0,0000",0,6516,"0,1437",1
5401,"255.741,75","0,9448",0,"0,0000",0,6517,"0,0803",1
5402,"78.360,00","0,9969",0,"0,0000",0,6518,"0,2367",1
5403,"149.130,00","0,9991",0,"0,7500",0,6519,"0,0000",-1
5404,"10.986,60","0,7646",1,"0,0000",0,6521,"0,5368",3
5405,"235.000,00","0,8638",0,"0,0000",0,6522,"0,0728",1
5406,"89.300,00","0,9944",0,"0,0000",0,6523,"0,2037",1
5407,"50.698,92","0,6981",0,"0,0000",0,6524,"0,1027",1
5408,"868.400,00","0,2590",0,"0,0000",0,6525,"0,0073",1
5409,"350.000,00","0,9914",0,"0,0000",0,6527,"0,0519",1
5410,"12.600,00","1,0714",1,"0,0000",0,6528,"0,7283",3
5411,"24.555,10","0,7141",0,"0,0000",0,6530,"0,1175",1
5412,"59.097,80","0,5415",0,"0,0000",0,6531,"0,0675",1
5413,"91.856,12","0,7742",0,"0,0000",0,6532,"0,0882",1
5414,"54.126,00","1,0000",0,"0,0000",0,6533,"0,3051",1
5415,"405.592,71","0,9522",0,"0,5100",0,6534,"0,0000",-1
5416,"246.828,69","0,8234",1,"0,0000",0,6535,"0,3274",3
5417,"33.939,36","0,7248",0,"0,6800",0,6536,"1,0000",6
5418,"553.342,55","0,9512",0,"0,5100",0,6537,"0,0000",-1
5419,"430.606,71","0,9750",0,"0,0000",0,6538,"0,0400",1
5420,"109.220,00","0,8075",0,"0,0000",0,6539,"0,0861",1
5421,"29.298,43","0,9755",0,"0,0000",0,6540,"0,2982",1
5422,"22.000,00","0,8000",0,"0,6800",0,6541,"1,0000",6
5423,"59.727,81","0,8740",0,"0,4000",0,6543,"0,0000",-1
5424,"128.251,76","0,9999",1,"0,0000",0,6544,"1,0000",3
5425,"87.000,00","0,5161",0,"0,0000",0,6547,"0,0558",1
5426,"20.175,00","0,8377",0,"0,0000",0,6548,"0,1768",1
5427,"18.000,00","1,0000",0,"0,0000",0,6550,"0,9400",1
5428,"40.200,00","1,0000",0,"0,0000",0,6552,"0,4441",1
5429,"350.000,00","1,0000",1,"0,0000",0,6553,"0,6567",3
5430,"26.818,55","1,0000",0,"0,0000",0,6554,"0,7682",1
5431,"1.841.230,92","1,0000",1,"0,0000",0,6557,"0,0460",3
5432,"8.798,70","0,8500",0,"0,0000",0,6559,"0,1638",1
5433,"360.315,11","0,7437",0,"0,7900",0,6560,"0,0000",-1
5434,"40.000,00","0,9750",0,"0,0000",0,6561,"0,2592",1
5435,"109.299,96","0,4016",0,"0,0000",0,6563,"0,0384",1
5436,"42.000,00","0,9886",0,"0,7500",0,6564,"0,0000",-1
5437,"587.642,92","0,9463",0,"0,0000",1,6565,"1,0000",0
5438,"451.917,50","0,9202",0,"0,0000",0,6566,"0,0410",1
5439,"203.835,94","0,9997",0,"0,0000",1,6567,"1,0000",0
5440,"80.689,00","0,8166",0,"0,0000",0,6568,"0,1069",1
5441,"22.616,51","1,0000",1,"0,0000",0,6569,"1,0000",3
5442,"44.276,64","0,5908",0,"0,6800",0,6570,"1,0000",6
5443,"33.664,68","0,6060",0,"0,0000",0,6572,"0,0842",1
5444,"78.473,29","0,9928",0,"0,7900",0,6574,"0,0000",-1
5445,"172.134,00","0,8305",0,"0,9300",0,6575,"0,9999",2
5446,"557.689,16","0,7798",0,"0,7900",0,6576,"0,0000",-1
5447,"40.000,00","0,9375",0,"0,0000",0,6577,"0,2255",1
5448,"86.683,00","0,8571",0,"0,0000",0,6578,"0,1156",1
5449,"350.000,00","0,7699",0,"0,7900",0,6579,"0,0000",-1
5450,"100.674,46","0,5919",0,"0,0000",0,6581,"0,0549",1
5451,"27.400,00","0,7655",1,"0,2800",0,6583,"0,0005",3
5452,"259.511,16","0,9942",0,"0,0000",0,6585,"0,0786",1
5453,"15.437,50","0,8380",0,"0,0000",0,6587,"0,1723",1
5454,"412.691,82","0,5372",1,"0,0000",0,6588,"0,1399",3
5455,"16.814,00","0,8802",0,"0,0000",1,6589,"1,0000",0
5456,"193.200,00","0,9938",0,"0,0000",0,6590,"0,0917",1
5457,"136.725,97","0,9215",0,"0,0000",0,6593,"0,0876",1
5458,"248.400,00","0,9614",0,"0,0000",0,6594,"0,0863",1
5459,"33.333,00","0,9990",0,"0,0000",0,6595,"0,6142",1
5460,"6.103,68","0,0000",1,"0,6100",0,6596,"1,0000",4
5461,"18.240,00","1,0375",0,"0,0000",0,6599,"0,1247",1
5462,"47.333,00","0,6507",0,"0,0000",0,6600,"0,0950",1
5463,"104,00","0,9808",0,"0,7500",0,6601,"0,0000",-1
5464,"18.920,00","0,5000",0,"0,0000",0,6603,"0,0586",1
5465,"1.106.460,60","0,9752",1,"0,0000",0,6604,"0,0955",3
5466,"7.250,00","0,8414",0,"0,0000",0,6605,"0,1532",1
5467,"734.323,20","0,5702",1,"0,6400",1,6607,"0,0000",-1
5468,"1.034.339,40","0,5830",1,"0,6400",0,6608,"1,0000",4
5469,"313.073,52","0,8623",0,"0,0000",0,6609,"0,0663",1
5470,"18.761,19","0,9962",0,"0,3000",0,6610,"0,6000",5
5471,"151.164,00","0,9645",0,"0,0000",0,6611,"0,0998",1
5472,"47.313,00","0,9382",0,"0,0000",0,6613,"0,1939",1
5473,"47.800,20","0,3515",1,"0,6400",0,6615,"1,0000",4
5474,"610.500,00","0,5111",0,"0,6400",0,6616,"0,0000",-1
5475,"10.933,33","0,9997",1,"0,0000",0,6618,"1,0000",3
5476,"121.632,28","0,8495",0,"0,6100",0,6619,"1,0000",7
5477,"293.402,50","0,8000",0,"0,0000",0,6620,"0,0596",1
5478,"8.484,00","0,9026",1,"0,0000",0,6621,"0,9716",3
5479,"40.800,00","0,3824",0,"0,0000",1,6622,"1,0000",0
5480,"58.769,72","0,6650",0,"0,0000",0,6623,"0,0886",1
5481,"11.269,69","1,0242",0,"0,0000",0,6624,"0,1918",1
5482,"11.000,00","0,9545",0,"0,0000",0,6625,"0,2809",1
5483,"253.115,00","1,0000",1,"0,3500",1,6628,"0,0000",-1
5484,"19.139,60","0,9849",0,"0,0000",0,6629,"0,4024",1
5485,"40.500,00","0,9630",0,"0,0000",0,6631,"0,2169",1
5486,"17.860,00","0,7783",0,"0,0000",0,6632,"0,1492",1
5487,"54.126,47","0,7300",0,"0,0000",0,6633,"0,1081",1
5488,"8.000,04","0,9750",1,"0,0000",0,6634,"1,0000",3
5489,"56.562,30","0,7300",0,"0,0000",0,6635,"0,1081",1
5490,"7.558,64","0,8257",1,"0,0000",0,6636,"0,6861",3
5491,"30.197,24","0,6146",0,"0,0000",0,6637,"0,0864",1
5492,"12.760,00","0,9966",1,"0,0000",0,6638,"1,0000",3
5493,"2.200,00","1,0000",0,"0,0000",0,6641,"0,7176",1
5494,"115.000,00","0,7012",0,"0,2500",0,6643,"1,0000",5
5495,"44.400,00","0,9730",0,"0,0000",0,6644,"0,2293",1
5496,"38.915,03","0,9992",1,"0,2800",1,6647,"0,0000",-1
5497,"1.300,00","1,0000",0,"0,7500",0,6648,"0,0000",-1
5498,"96.732,94","0,9872",0,"0,0000",0,6649,"0,1865",1
5499,"66.770,88","0,9953",0,"0,0000",0,6650,"0,2873",1
5500,"5.500.000,00","0,3998",0,"0,0000",0,6651,"0,0012",1
5501,"132.831,18","0,9926",0,"0,0000",0,6652,"0,1287",1
5502,"2.268,00","0,9683",1,"0,6700",0,6653,"1,0000",4
5503,"38.298,50","0,9500",0,"0,0000",1,6656,"1,0000",0
5504,"82.766,67","0,5642",0,"0,0000",0,6658,"0,0603",1
5505,"45.280,80","0,3180",0,"0,0000",0,6661,"0,0305",1
5506,"13.068,00","0,8513",0,"0,0000",0,6662,"0,1742",1
5507,"17.920,00","1,0000",0,"0,0000",0,6663,"0,9438",1
5508,"4.200,00","0,9905",0,"0,0000",0,6665,"0,4724",1
5509,"252.842,99","0,8870",0,"0,0000",0,6666,"0,0737",1
5510,"44.000,00","0,5566",0,"0,9600",0,6668,"1,0000",2
5511,"156.367,12","0,8263",0,"0,0000",0,6671,"0,0732",1
5512,"35.264,63","1,0000",1,"0,0000",0,6672,"1,0000",3
5513,"288.043,38","0,8646",0,"0,0000",0,6674,"0,0701",1
5514,"144.000,00","0,7458",0,"0,6800",0,6675,"1,0000",6
5515,"281.521,45","0,9945",0,"0,0000",0,6676,"0,0774",1
5516,"7.731,25","0,9595",1,"0,0000",0,6678,"1,0000",3
5517,"15.000,00","1,0000",0,"0,0000",0,6680,"0,9400",1
5518,"25.388,92","0,9438",0,"0,9000",0,6681,"0,6667",2
5519,"394.850,07","0,7900",0,"0,5100",0,6682,"0,0000",-1
5520,"2.800,00","0,8571",0,"0,0000",0,6685,"0,1502",1
5521,"165.600,00","0,9928",1,"0,0000",0,6687,"0,8816",3
5522,"13.860,00","0,9899",1,"0,7900",0,6688,"0,0000",-1
5523,"1.183.321,37","0,9885",1,"0,0000",0,6689,"0,0852",3
5524,"4.115,86","0,9476",0,"0,1900",0,6690,"0,0000",-1
5525,"6.956,08","0,8913",0,"0,1900",0,6693,"0,0000",-1
5526,"12.082,00","0,9891",0,"0,2500",0,6695,"1,0000",5
5527,"18.286,29","1,0000",0,"0,0000",0,6697,"0,9295",1
5528,"282.034,99","0,9898",1,"0,0000",0,6698,"1,0000",3
5529,"366.118,03","0,9943",0,"0,0000",0,6700,"0,0489",1
5530,"36.800,04","0,2592",0,"0,0000",0,6702,"0,0232",1
5531,"274.994,96","0,7600",0,"0,0000",0,6704,"0,0501",1
5532,"367.239,83","0,7946",0,"0,8800",0,6705,"0,0000",-1
5533,"3.480,00","1,0000",0,"0,0000",0,6706,"0,8656",1
5534,"14.800,00","0,1486",0,"0,0000",0,6707,"0,0156",1
5535,"888.000,00","0,8954",0,"0,0000",1,6709,"1,0000",0
5536,"22.800,00","0,8947",0,"0,0000",0,6710,"0,2205",1
5537,"21.596,08","0,4081",0,"0,0000",0,6712,"0,0453",1
5538,"18,86","0,4767",0,"0,0000",0,6713,"0,0544",1
5539,"69.000,00","0,9635",0,"0,0000",0,6714,"0,1720",1
5540,"299.171,13","0,8488",0,"0,0000",0,6715,"0,0712",1
5541,"62.837,55","0,9389",0,"0,0000",0,6716,"0,1632",1
5542,"81.371,91","0,9998",1,"0,0000",0,6717,"1,0000",3
5543,"54.398,46","0,7445",0,"0,2500",0,6718,"1,0000",5
5544,"38.666,98","0,7479",0,"0,0000",0,6719,"0,1307",1
5545,"12.597,75","0,7501",0,"0,0000",0,6720,"0,1253",1
5546,"504.000,00","0,9821",0,"0,0000",0,6721,"0,0306",1
5547,"184.471,42","0,7849",0,"0,0000",0,6722,"0,0610",1
5548,"30.000,00","1,0000",0,"0,0000",0,6723,"0,6714",1
5549,"36.785,64","0,9773",0,"0,0000",0,6725,"0,2750",1
5550,"74.000,00","0,9730",0,"0,6100",0,6726,"1,0000",7
5551,"27.916,60","0,9492",1,"0,6100",0,6729,"1,0000",4
5552,"83.195,33","0,8666",1,"0,6100",0,6730,"1,0000",4
5553,"438.244,04","0,9993",1,"0,0000",0,6731,"0,3802",3
5554,"18.033,00","0,9982",0,"0,0000",0,6732,"0,9553",1
5555,"432.002,83","1,0000",1,"0,0000",0,6733,"0,3936",3
5556,"36.290,00","0,9231",0,"0,0000",1,6735,"1,0000",0
5557,"7.668.000,00","0,8510",1,"0,0000",0,6736,"0,0077",3
5558,"37.286,84","0,8900",0,"0,6100",0,6738,"1,0000",7
5559,"28.590,00","0,9969",0,"0,0000",0,6739,"0,7378",1
5560,"3.745,07","0,7053",0,"0,6100",0,6740,"1,0000",7
5561,"7.054,51","0,7167",0,"0,6100",0,6742,"1,0000",7
5562,"83.450,00","0,9335",0,"0,0000",0,6743,"0,1269",1
5563,"5.760,00","0,9688",0,"0,0000",0,6744,"0,2679",1
5564,"288.000,00","0,6317",0,"0,0000",0,6745,"0,0289",1
5565,"5.138,64","0,9615",1,"0,0000",0,6746,"1,0000",3
5566,"135.000,00","0,8500",1,"0,0000",0,6747,"0,4963",3
5567,"124.530,91","0,7800",0,"0,0000",0,6749,"0,0760",1
5568,"48.510,00","0,8390",0,"0,0000",0,6750,"0,1482",1
5569,"275.300,15","0,3269",0,"0,0000",0,6753,"0,0178",1
5570,"17.492,00","0,8534",1,"0,0000",0,6754,"0,8150",3
5571,"140.024,40","0,7574",1,"0,0000",0,6755,"0,4151",3
5572,"19.335,00","0,6362",0,"0,0000",0,6757,"0,0870",1
5573,"70.078,80","0,9796",0,"0,0000",0,6758,"0,2254",1
5574,"40.500,00","1,0000",0,"0,0000",0,6761,"0,4410",1
5575,"110.000,00","0,6091",0,"0,0000",0,6762,"0,0528",1
5576,"130.077,45","1,0000",1,"0,0000",0,6766,"1,0000",3
5577,"70.800,00","0,7119",0,"0,0000",0,6767,"0,0925",1
5578,"104.825,04","0,7900",0,"0,6100",0,6768,"1,0000",7
5579,"23.890,00","0,9824",0,"0,0000",0,6769,"0,3701",1
5580,"6.295,22","0,5560",1,"0,6100",0,6773,"1,0000",4
5581,"8.378,97","0,9345",0,"0,0000",0,6774,"0,2177",1
5582,"244.497,30","0,8448",0,"0,0000",0,6775,"0,0717",1
5583,"46.815,85","0,9246",1,"0,0000",0,6776,"1,0000",3
5584,"18.400,00","1,0000",0,"0,0000",0,6777,"0,9091",1
5585,"27.000,00","1,0000",0,"0,0000",0,6779,"0,7527",1
5586,"146.373,00","0,8078",0,"0,6100",0,6780,"1,0000",7
5587,"13.500,00","1,0000",1,"0,0000",0,6781,"1,0000",3
5588,"77.052,60","0,9396",1,"0,0000",0,6783,"0,9782",3
5589,"921.322,80","0,7987",0,"0,0000",0,6785,"0,0153",1
5590,"5.057,00","0,9644",0,"0,0000",0,6787,"0,2513",1
5591,"69.530,30","0,8460",0,"0,0000",1,6788,"1,0000",0
5592,"157.386,35","0,9829",0,"0,0000",0,6789,"0,1100",1
5593,"63.282,07","0,8705",0,"0,0000",1,6790,"1,0000",0
5594,"114.000,00","0,9649",0,"0,9600",0,6793,"1,0000",2
5595,"335.970,45","0,9971",1,"0,0000",0,6794,"0,7333",3
5596,"46.812,00","0,8288",0,"0,9600",0,6795,"1,0000",2
